영화명,감독,배급사,y,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
위 섬온 더 다크니스,,(주)누리픽쳐스,2020,2020-09-17,미국,49,16101320,3131,5432800,1053,공포(호러),청소년관람불가,일반영화
엑설런트 어드벤쳐 3,딘 패리소트,(주)누리픽쳐스,2020,2020-11-19,미국,54,17832980,3351,7064940,1275,어드벤처,12세이상관람가,일반영화
버든: 세상을 바꾸는 힘,앤드류 헤클러,(주)제이앤씨미디어그룹,2020,2020-11-25,미국,82,18780570,2281,11070770,1294,드라마,15세이상관람가,독립/예술영화
이장,정승오,㈜인디스토리,2020,2020-03-25,한국,82,38933040,4878,21728940,2438,드라마,12세이상관람가,독립/예술영화
걸즈 앤 판처 최종장,미즈시마 츠토무,(주)디스테이션,2020,2020-03-12,일본,11,46050000,4850,32651000,3360,애니메이션,12세이상관람가,일반영화
쉬 네버 다이,오드리 커밍스,주식회사 더쿱,2020,2020-04-02,캐나다,41,5224700,631,2154520,268,스릴러,청소년관람불가,독립/예술영화
슈팅걸스,배효민,(주)영화사오원,2020,2020-05-06,한국,207,35823060,4587,7714740,913,드라마,12세이상관람가,독립/예술영화
들리나요?,"김봉한,신승환",(주)트리플픽쳐스,2020,2020-06-10,한국,103,35911140,3598,15187480,1570,다큐멘터리,전체관람가,독립/예술영화
썸원 썸웨어,세드릭 클라피쉬,찬란,2020,2020-04-29,프랑스,37,29920640,3589,21501280,2469,멜로/로맨스,12세이상관람가,독립/예술영화
럭키 몬스터,봉준영,(주)영화사 그램,2020,2020-12-03,한국,101,34603580,4645,17351980,2255,드라마,청소년관람불가,독립/예술영화
서치 아웃,곽정,"(주)스톰픽쳐스코리아,(주)삼백상회",2020,2020-04-15,한국,355,297167000,34115,64429740,7283,스릴러,15세이상관람가,독립/예술영화
어서오시게스트하우스,심요한,(주)리틀빅픽쳐스,2020,2020-08-13,한국,58,31441670,3573,21519000,2350,드라마,15세이상관람가,독립/예술영화
초능력소년사건,채수응,디에이치 컴퍼니,2020,2020-05-28,중국,12,5305920,580,4932420,520,드라마,12세이상관람가,독립/예술영화
팔로우 미,,(주)디스테이션,2020,2020-10-22,미국,138,38775300,4715,15143500,1809,스릴러,15세이상관람가,일반영화
카메론 포스트의 잘못된 교육,데지레 아카반,(주)팝엔터테인먼트,2020,2020-06-04,미국,108,31208020,3541,18353580,2063,드라마,15세이상관람가,독립/예술영화
마샤와 곰: 최고 중에 최고,,(주)팝엔터테인먼트,2020,2020-10-08,러시아,158,28394500,3525,4364300,513,애니메이션,전체관람가,일반영화
#살아있다,조일형,롯데컬처웍스(주)롯데엔터테인먼트,2020,2020-06-24,한국,1882,15965329900,1903703,3885303840,476332,드라마,15세이상관람가,일반영화
트롤 킹,케빈 먼로,(주)박수엔터테인먼트,2020,2020-10-07,기타,190,36520010,4728,5655900,662,애니메이션,전체관람가,일반영화
스케어리 스토리:어둠의 속삭임,안드레 외브레달,(주)제이앤씨미디어그룹,2020,2020-03-25,미국,186,375492420,44989,123043980,14557,판타지,15세이상관람가,일반영화
헌티드 파크,타카하시 히로시,(주)삼백상회,2020,2020-05-06,일본,143,30047360,3467,7408400,823,공포(호러),15세이상관람가,독립/예술영화
카잔자키스,,(주)마노엔터테인먼트,2020,2020-01-30,기타,21,26839100,3447,20470100,2540,드라마,12세이상관람가,독립/예술영화
봉쇄수도원 카르투시오,김동일,커넥트픽쳐스(주),2020,2020-11-19,한국,125,40591180,4777,18546360,2111,다큐멘터리,전체관람가,독립/예술영화
인헤리턴스,,(주)누리픽쳐스,2020,2020-06-25,미국,58,22257000,3434,15766000,2666,스릴러,15세이상관람가,일반영화
테넷,크리스토퍼 놀란,워너브러더스 코리아(주),2020,2020-08-26,미국,2228,18464298170,1998987,6648665370,680773,액션,12세이상관람가,일반영화
리벤지,코랄리 파르쟈,(주)팝엔터테인먼트,2020,2020-05-06,프랑스,143,40284300,4814,13224520,1552,액션,청소년관람불가,독립/예술영화
지니어스 독,길 정거,(주)키다리이엔티,2020,2020-09-16,미국,142,37463400,4828,13403700,1838,코미디,12세이상관람가,일반영화
불량한 가족,장재일,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020,2020-07-09,한국,161,41519940,4872,17410360,1889,코미디,12세이상관람가,독립/예술영화
블루 아워,하코타 유코,오드,2020,2020-07-22,일본,322,202646600,23810,117699300,13175,드라마,12세이상관람가,독립/예술영화
열혈형사,윤여창,(주)제이앤씨미디어그룹,2020,2020-06-18,한국,121,20539960,2492,7381000,850,코미디,12세이상관람가,일반영화
라이어트: 기계들의 역습,,(주)노바이앤티,2020,2020-12-23,미국,52,11950900,2278,10350900,1958,SF,15세이상관람가,일반영화
프린세스 에미: 마법 책의 비밀,피엣 드 라이커,(주)박수엔터테인먼트,2020,2020-11-26,독일,133,14555780,1871,1460400,181,애니메이션,전체관람가,일반영화
유령선,김지영,(주)엣나인필름,2020,2020-04-15,한국,165,181933920,20784,68207300,7684,다큐멘터리,12세이상관람가,독립/예술영화
죽지않는 인간들의 밤,신정원,TCO(주)더콘텐츠온,2020,2020-09-29,한국,570,840217440,101616,234955440,27911,코미디,15세이상관람가,일반영화
살로메,로메오 카스텔루치,(주)케빈앤컴퍼니,2020,2020-09-20,독일,8,12223600,486,8921800,347,공연,15세이상관람가,일반영화
팬데믹,,(주)영화사 빅,2020,2020-07-22,미국,382,176181960,20355,39518480,4459,스릴러,15세이상관람가,독립/예술영화
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",,씨제이포디플렉스 주식회사,2020,2020-09-29,한국,106,3129974000,102008,986730500,31301,공연,전체관람가,일반영화
비밀정보원: 인 더 프리즌,안드레아 디 스테파노,(주)제이앤씨미디어그룹,2020,2020-04-15,영국,200,172588940,20317,64964580,7585,범죄,청소년관람불가,일반영화
추억의 검정고무신,송정율,(주)대교 미디어콘텐츠사업본부,2020,2020-11-19,한국,215,162083100,20113,29092500,3247,애니메이션,전체관람가,독립/예술영화
기기괴괴 성형수,조경훈,(주)트리플픽쳐스,2020,2020-09-09,한국,276,871629560,103251,287238540,36203,공포(호러),15세이상관람가,독립/예술영화
저 산 너머,최종태,(주)리틀빅픽쳐스,2020,2020-04-30,한국,468,772685300,103534,230447040,32623,드라마,12세이상관람가,일반영화
그링고,내쉬 에드게톤,(주)영화사 진진,2020,2020-03-05,미국,45,43189500,7816,37941000,7188,액션,15세이상관람가,독립/예술영화
디바,조슬예,메가박스중앙(주)플러스엠,2020,2020-09-23,한국,831,901717350,108122,258175260,31164,스릴러,15세이상관람가,일반영화
시원찮은 그녀를 위한 육성방법 피날레,,(주)애니플러스,2020,2020-02-27,일본,71,166987960,19738,75422460,8607,애니메이션,12세이상관람가,일반영화
디어 마이 지니어스,구윤주,필름다빈,2020,2020-10-22,한국,14,10582400,1807,4748900,711,다큐멘터리,전체관람가,독립/예술영화
블러드샷,데이브 윌슨,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020,2020-05-21,미국,8,13568000,1806,8676000,1212,액션,15세이상관람가,일반영화
파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",(주)영화사 진진,2020,2020-06-11,프랑스,18,14287540,1805,10958040,1341,다큐멘터리,전체관람가,독립/예술영화
언더워터,윌리엄 유뱅크,월트디즈니컴퍼니코리아 유한책임회사,2020,2020-05-27,미국,594,937112800,109207,259889160,29571,스릴러,15세이상관람가,일반영화
조조 래빗,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,2020,2020-02-05,미국,277,948260200,109913,496339340,56148,코미디,12세이상관람가,독립/예술영화
공포체험라디오 4DX,서정희,"CGV ICECON,씨제이포디플렉스 주식회사",2020,2020-09-16,한국,37,16604000,1794,6099500,650,공포(호러),15세이상관람가,일반영화
작은 아씨들,그레타 거윅,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020,2020-02-12,미국,1105,7240616830,859072,2625687480,301422,드라마,전체관람가,일반영화
고스트 오브 워,에릭 브레스,THE 픽쳐스,2020,2020-09-02,영국,228,64089960,7531,20411970,2350,미스터리,15세이상관람가,독립/예술영화
21 브릿지: 테러 셧다운,브라이언 커크,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020,2020-01-01,미국,228,774683700,100092,280399900,35037,스릴러,15세이상관람가,일반영화
기억의 전쟁,이길보라,(주)시네마달,2020,2020-02-27,한국,14,15925340,1882,14002940,1571,다큐멘터리,12세이상관람가,독립/예술영화
파이널 킬,저스틴 리,(주)스톰픽쳐스코리아,2020,2020-09-21,미국,49,4046000,804,366000,68,액션,15세이상관람가,일반영화
마음에 부는 바람,윤석호,(주)트리플픽쳐스,2020,2020-11-05,일본,13,6953000,805,6345500,739,기타,12세이상관람가,독립/예술영화
1917,샘 멘데스,(주)스마일이엔티,2020,2020-02-19,미국,932,7872002760,870451,3123054760,325790,드라마,15세이상관람가,일반영화
남매의 여름밤,윤단비,그린나래미디어(주),2020,2020-08-20,한국,133,179994602,21692,118953042,13786,드라마,전체관람가,독립/예술영화
신과 나: 100일간의 거래,팍품 웡품,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2020,2020-04-08,기타,240,60627100,7221,24457320,2856,미스터리,15세이상관람가,일반영화
인베이젼 2020,표도르 본다르추크,(주)제이앤씨미디어그룹,2020,2020-07-01,러시아,354,179135260,21609,46098440,5411,SF,12세이상관람가,일반영화
반교: 디텐션,존 쉬,(주)팝엔터테인먼트,2020,2020-08-13,기타,128,326377250,36405,113302160,12886,공포(호러),15세이상관람가,독립/예술영화
장마,"이용남,음정현",영화사 무명,2020,2020-02-27,한국,1,12096000,1962,12079000,1945,다큐멘터리,전체관람가,독립/예술영화
종이꽃,고훈,(주)스튜디오 보난자,2020,2020-10-22,한국,256,61393310,7324,23165270,2624,드라마,12세이상관람가,독립/예술영화
바람의 언덕,박석영,영화사 삼순,2020,2020-04-23,한국,28,12605900,1794,7511400,1079,드라마,전체관람가,독립/예술영화
문신을 한 신부님,얀 코마사,알토미디어(주),2020,2020-02-13,폴란드,57,59655820,7324,36707980,4167,드라마,15세이상관람가,독립/예술영화
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,"유야마 쿠니히코,사카키바라 모토노리",(주)이수C&E,2020,2020-09-30,일본,591,780592310,97398,149593280,17678,애니메이션,전체관람가,일반영화
모탈: 레전드 오브 토르,안드레 외브레달,주식회사 풍경소리,2020,2020-07-09,기타,28,5742080,808,3986100,590,액션,12세이상관람가,독립/예술영화
죽이는 여자,애슐리 해밀턴,(주)영화사 안다미로,2020,2020-08-23,미국,1,34371000,7395,1491000,1395,공포(호러),청소년관람불가,일반영화
작은 빛,조민재,(주)시네마달,2020,2020-01-23,한국,21,15038960,1926,12428960,1427,드라마,12세이상관람가,독립/예술영화
비바리움,,(주)드림팩트엔터테인먼트,2020,2020-07-16,미국,129,195312120,23756,80558940,9082,미스터리,15세이상관람가,독립/예술영화
더 렌탈 : 소리없는 감시자,데이브 프랑코,(주)제이앤씨미디어그룹,2020,2020-09-16,미국,245,60294280,7476,19305990,2363,공포(호러),15세이상관람가,일반영화
리메인,김민경,(주)영화사오원,2020,2020-08-27,한국,45,14930600,1897,5689100,632,드라마,청소년관람불가,독립/예술영화
이누야시키 : 히어로 VS 빌런,사토 신스케,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2020,2020-04-22,일본,185,60414320,7509,28301080,3392,SF,15세이상관람가,독립/예술영화
마리오 보타 : 영혼을 위한 건축,"로레타 달포죠,미셸 볼론테",하준사,2020,2020-01-23,스위스,10,14659720,1888,11777220,1409,다큐멘터리,전체관람가,독립/예술영화
행복의 단추를 채우는 완벽한 방법,칼 헌터,찬란,2020,2020-04-02,영국,55,16250120,1955,10844080,1280,코미디,12세이상관람가,독립/예술영화
울지마 톤즈 2 : 슈크란 바바,강성옥,(주)영화특별시에스엠씨,2020,2020-01-09,한국,232,144149940,19632,56050880,7366,다큐멘터리,전체관람가,독립/예술영화
블러드: 궁금한 이야기,,(주)영화사 안다미로,2020,2020-06-15,영국,1,842000,818,841000,817,공포(호러),15세이상관람가,일반영화
성혜의 나라,정형석,아이 엠,2020,2020-01-30,한국,28,14491980,1785,11110280,1275,드라마,12세이상관람가,독립/예술영화
얼굴없는 보스: 못다한 이야기 감독판,임성용,"(주)좋은 하늘,(주)박수엔터테인먼트",2020,2020-05-13,한국,50,12157200,1662,2287840,332,범죄,15세이상관람가,일반영화
애니멀 크래커,토니 밴크로프트,(주)이수C&E,2020,2020-08-05,미국,473,1025381740,129246,152429470,18037,애니메이션,전체관람가,독립/예술영화
지저귀는 새는 날지 않는다,마키타 카오리,(주)팝엔터테인먼트,2020,2020-07-16,일본,81,77445000,8639,48667560,5356,애니메이션,청소년관람불가,독립/예술영화
브레이크 더 사일런스: 더 무비,박준수,CGV ICECON,2020,2020-09-24,한국,205,1160249000,131693,377329000,41301,다큐멘터리,전체관람가,일반영화
트로이 디렉터스 컷,볼프강 페터젠,판씨네마(주),2020,2020-07-03,미국,159,73499560,8679,45742840,5322,전쟁,청소년관람불가,일반영화
세인트 주디,,"(주)미로스페이스,주식회사 제이씨엔터웍스",2020,2020-07-29,미국,151,72200360,8740,44580660,5179,드라마,12세이상관람가,독립/예술영화
택스 콜렉터,데이비드 에이어,(주)팝엔터테인먼트,2020,2020-11-18,미국,372,138525250,18197,67039760,9579,액션,청소년관람불가,일반영화
지옥의 오르페,"베리 코스키,마이클 베이어",(주)케빈앤컴퍼니,2020,2020-10-25,독일,7,11479100,460,8781400,353,공연,청소년관람불가,일반영화
프랑스여자,김희정,"(주)디스테이션,롯데컬처웍스(주)롯데엔터테인먼트",2020,2020-06-04,한국,244,129230400,18106,51825160,6765,드라마,15세이상관람가,독립/예술영화
다크 워터스,토드 헤인즈,(주)이수C&E,2020,2020-03-11,미국,575,1096657740,127251,383981180,43314,드라마,12세이상관람가,독립/예술영화
팡파레,이돈구,㈜인디스토리,2020,2020-07-09,한국,24,14141980,1635,10406980,1100,드라마,청소년관람불가,독립/예술영화
부니베어: 원시시대 대모험,정량,(주)라이크콘텐츠,2020,2020-10-22,중국,216,69146700,8918,6241200,720,애니메이션,전체관람가,독립/예술영화
기도하는 남자,강동헌,(주)랠리버튼,2020,2020-02-20,한국,34,13444920,1616,9145200,1067,드라마,15세이상관람가,독립/예술영화
