id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
9900,괴테,필립 슈톨츨,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2016-11-30,개봉영화,장편,독일,1,"7,000",1,0,0,드라마,15세이상관람가,독립/예술영화
9901,교수와 여제자: 사랑,엔 카즈키,,(주)플라이어,(주)플라이어,2016-08-18,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9902,교환부부의 세계: 그들만의 은밀한 테크닉,안혜영,영화사 레드카펫,,마법사필름,2021-05-20,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9903,교환섹스 : 동생의 여자,"이상민,이상민",(주)영화사가을,,(주)영화사가을,2018-02-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9904,교환섹스 : 동생의 여자 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-11-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9905,교회 여동생 무삭제,윤경식,(주)가온콘텐츠,,(주)가온콘텐츠,2021-11-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9906,교회누나 무삭제판,에로핑,(주)엔트리미디어,,(주)엔트리미디어,2018-12-14,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
9907,구멍 교환 - 무삭제판,김종석,너바나 필름,,(주)컨텐츠 빌리지,2020-12-16,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9908,구멍:촉촉히 준비된 여자들,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9909,구멍동생,최진철,라임필름,,케이엘 픽쳐스,2021-04-05,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
9910,구멍동서 감독판,이상수,선셋 시네마,,선셋 시네마,2021-02-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9911,구멍동서 세부판 무삭제판,김레이,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,2021-03-09,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9912,구멍동서 2 감독판,이상수,선셋 시네마,,선셋 시네마,2021-04-08,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9913,구멍동서2,이상수,선셋 시네마,,선셋 시네마,2020-09-28,개봉영화,장편,한국,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
9914,구멍동서지간,김환,(주)영화사가을,,(주)영화사가을,2021-02-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9915,구멍동서지간 무삭제,김환,(주)영화사가을,,(주)영화사가을,2021-06-13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9916,구멍사이 몰래보기,다테 류지,,주식회사 미콘,주식회사 미콘,2020-01-03,개봉영화,장편,일본,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
9917,구멍새댁,신우찬,(주)영화사가을,,(주)영화사가을,2021-01-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9918,구멍새댁 무삭제,신우찬,(주)영화사가을,,(주)영화사가을,2021-04-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9919,구멍의 선택,이상영,블루커뮤니케이션,,블루커뮤니케이션,2022-03-21,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9920,구멍친구:순종하는 유부녀,토미죠 타로,,,(주)영진크리에이티브,2022-03-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9921,구속,왕지방,(주)메이크아트,,(주)메이크아트,2020-07-02,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9922,구해줘! 원나잇,이로운,(주)영화사히트,,(주)영화사히트,2021-06-14,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
9923,굴욕 조교 - 불타는 유부녀,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-11-04,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9924,굵은 애인과 불륜사이,고토 다이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9925,굶주린 며느리의 성교육,시온,,,(주)영진크리에이티브,2021-03-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9926,굶주린 미망인과 세 딸,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-12-12,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9927,굶주린 아내:날 만족 시켜봐,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2019-06-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9928,굶주린 여신:쾌락의 길,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-07-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9929,굶주린 여신: 양기흡수,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-04,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9930,굶주린 여자들,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-02-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9931,굶주린 유부녀:너무 하고 싶어,타쿠마 친,,(주)영진크리에이티브,(주)영진크리에이티브,2019-06-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9932,굶주린 유부녀:타락한 하루,토미죠 타로,,,(주)영진크리에이티브,2022-02-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9933,굿 파이터,리비 쳉,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-06-21,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
9934,굿바이 뉴욕,"대런 그로드스키,대니 제이콥스",,(주)나우콘텐츠,(주)나우콘텐츠,2016-09-29,개봉영화,장편,미국,1,"8,000",1,0,0,드라마,15세이상관람가,일반영화
9935,굿와이프:아내체험현장 무삭제판,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-08-03,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9936,권태기:잠든 조카 옆에서 아내와,쿠니자와 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2017-11-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9937,귀신과의 섹스,요지 오노,,(유)조이앤시네마,(유)조이앤시네마,2019-01-17,개봉영화,장편,일본,1,"1,000",1,"1,000",1,멜로/로맨스,15세이상관람가,일반영화
9938,귀여운 그녀의 인터뷰 섹스,카사이 마사히로,,,(주)빅콘미디어,2021-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9939,귀여운 마사지 서비스,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9940,귀여운 방판녀의 특별한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2021-03-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9941,귀여운 사촌동생 갸루걸,후지모리 하루카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9942,귀여운 아내 화끈한 애인,사토 오사무,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9943,귀여운 연하남 - 이리와,에노모토 토시로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9944,귀여운 옆집여자의 유혹,야만카 소쿠스,,,(주)영진크리에이티브,2020-12-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9945,귀여운 형수님 - 제부,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9946,귀파주는 밀실가게,가토 마사키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-04-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9947,그 술집의 사정,Mr.나,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2021-09-03,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9948,그 입술에 사랑을,이사카와 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-11-25,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9949,그것: 광대의 저주,아론 머티스,,제인앤유,제인앤유,2018-04-18,개봉영화,장편,미국,1,"3,000",1,0,0,공포(호러),15세이상관람가,일반영화
9950,그것은 물 밑에서 온다,데일 파브리가,,,(주)씨네마블랙,2022-04-21,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,독립/예술영화
9951,그녀가 그녀를 사랑할 때,마츠모토 유사쿠,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-26,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9952,그녀가 죽은 밤,헥터 헤르난데즈 비센스,,(주)영화사 빅,(주)영화사 빅,2016-01-28,개봉영화,장편,스페인,1,"5,000",1,0,0,스릴러,청소년관람불가,독립/예술영화
9953,그녀는 포위됐다 - 지하철,카네다 사토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9954,그녀들과 레슬링,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9955,그녀들의 욕정하우스,카츠라기 히로후미,,,(주)라온컴퍼니플러스,2022-05-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9956,그녀와 아줌마의 동거 무삭제,유강,(주)나우콘텐츠,,(주)나우콘텐츠,2020-04-03,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9957,그녀와의 섹스는 맛있다,하지메 쇼우리,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-20,개봉영화,장편,일본,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화
9958,그녀의 가슴냄새,쿠니자와 미노루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-16,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9959,그녀의 대범한 유혹,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2019-11-26,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
9960,그녀의 발정은 몸에서,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9961,그녀의 복수:남자사냥,진 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-10-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9962,그녀의 색맛: 감독판,이민,(주)케이알씨지,,(주)케이알씨지,2018-04-24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
9963,그녀의 색맛: 무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-08-23,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
9964,그녀의 섹시라이프,마이클 우리,,(주)케이알씨지,(주)케이알씨지,2016-02-25,개봉영화,장편,미국,1,"5,000",1,0,0,코미디,15세이상관람가,일반영화
9965,그녀의 속사정,레이 오자키,,(주)영진크리에이티브,(주)영진크리에이티브,2018-02-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9966,그녀의 속사정:과거는 묻지마세요,하마노 사치,,,(주)영진크리에이티브,2021-05-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9967,그녀의 손기술:발기부전 치료 해드려요,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-10-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9968,그녀의 엄마와 한집에서,미나토야 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9969,그녀의 은밀한 아르바이트,버드맨 텟페이,,,(주)영진크리에이티브,2021-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9970,그녀의 음란한 꽃,이시카와 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-09-23,개봉영화,장편,일본,1,"4,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9971,그녀의 정사 무삭제 감독판,이재남,(주)케이알씨지,,(주)케이알씨지,2018-05-22,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9972,그녀의 첫사랑,판,(주)영진크리에이티브,,(주)영진크리에이티브,2021-03-17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9973,그녀의 황홀한 손놀림-마작,오쿠 유주루,,(주)영진크리에이티브,(주)영진크리에이티브,2016-12-27,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9974,그놈의 강제정사,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-10,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9975,그놈이 남긴 흔적-육정,이시카와 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-05,개봉영화,장편,일본,1,"5,000",1,"5,000",1,성인물(에로),청소년관람불가,일반영화
9976,그들만의 섹스매치,"안드레 고든,데일 파브리가",,(주)케이알씨지,(주)케이알씨지,2017-07-04,개봉영화,장편,미국,1,"3,000",1,0,0,스릴러,15세이상관람가,일반영화
9977,그라비아 아이돌의 운명,카와노 코지,,(주)영진크리에이티브,(주)영진크리에이티브,2016-09-09,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9978,그레이브 하우스,안톤 시규르드손,,(유)조이앤시네마,(유)조이앤시네마,2019-03-24,개봉영화,장편,아이슬란드,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화
